1.222404572992902505e+00 4.832108042556844119e+00 1.618756194256542713e+00 1.954422590116551506e+00 9.683944826778361659e+00 5.748301735636915488e+00 2.914938355942325199e+00 7.150860912785522494e+00 9.999226331710815430e-01
2.003366621971428785e+00 5.178866006405589140e+00 1.734920112145872384e+00 1.777270226035996714e+00 7.675185745000183246e+00 5.227265370694107460e+00 5.352921013974735409e+00 5.665173296342162601e+00 9.999226331710815430e-01
2.032077686297705466e+00 6.229625598628805605e+00 2.086924575540650029e+00 2.092174518094305657e+00 8.771557613480370108e+00 6.153454464983250993e+00 6.651398587923085692e+00 6.935429077644478468e+00 9.999226331710815430e-01
3.246693653810480917e+00 5.566851100673506636e+00 1.864895118725624856e+00 2.348952338112425764e+00 9.612986176359548551e+00 6.908683347389486862e+00 8.260106267672759017e+00 6.686183866190532399e+00 9.999226331710815430e-01
2.327708598639314452e+00 6.333184921119185518e+00 2.121616948574927441e+00 2.103873554884251540e+00 7.028283390290118504e+00 6.187863396718386255e+00 8.344637600179407144e+00 6.122860129996873013e+00 9.999226331710815430e-01
1.497650771030467398e+00 4.814428761239796906e+00 1.612833635015331835e+00 1.128876621421228243e+00 4.516482361416626290e+00 3.320225357121259435e+00 3.915851945275407697e+00 4.240681082979117278e+00 9.999226331710815430e-01
1.600660141646727652e+00 5.297769846890992618e+00 1.774752898708482629e+00 1.422654505184940632e+00 9.549414387532184634e+00 4.184277956426295297e+00 5.119706696166809401e+00 5.969069742756653696e+00 9.999226331710815430e-01
1.866177590518085738e+00 4.666213044217196071e+00 1.563181369812760790e+00 9.945301487636744042e-01 5.630335139569536018e+00 2.925088672834335934e+00 3.687607769684870362e+00 3.985469470471440623e+00 9.999225735664367676e-01
9.334084001589424417e-01 1.624128694672068773e+00 5.440831127151430913e-01 8.020701423232756699e-01 2.676119767168676056e+00 2.359029830362575186e+00 6.410921952653946265e-01 1.551952666422801386e+00 9.997588396072387695e-01
2.298887955827793039e+00 4.287658726382439056e+00 1.436365673338117155e+00 1.957160342768350603e+00 7.088473930373424992e+00 5.756353949318677721e+00 2.612521428820990366e+00 5.978567396862020544e+00 9.999226331710815430e-01
6.909664808923483559e-01 7.317707680134263981e+00 2.451432072844978549e+00 2.206883832182571670e+00 8.508365606922982494e+00 6.490834800536974925e+00 1.024011670767830040e+01 7.381545736876297781e+00 9.999226331710815430e-01
7.223891195400007348e-01 2.433105771108803772e+00 8.150904333214492592e-01 7.769840846763745867e-01 5.335756841501076764e+00 2.285247307871689948e+00 4.153233073936380748e+00 2.993853185610116263e+00 9.999224543571472168e-01
4.314472945430808393e-02 5.726535145893316248e+00 1.918389273874260947e+00 1.655597605325190402e+00 9.504729835737272481e+00 4.869404721544677628e+00 7.909225409773016580e+00 6.060292909876254797e+00 9.999226331710815430e-01
2.349877954003324554e+00 6.315665414597193994e+00 2.115747913890060339e+00 2.346860181357733666e+00 1.100468320031675340e+01 6.902529945169805004e+00 7.504200734649589144e+00 8.061505148463655956e+00 9.999226331710815430e-01
2.561528016583826672e-01 2.646502692575944504e+00 8.865784020129414689e-01 8.611891623058415268e-01 1.199828510824056504e+00 2.532909300899533811e+00 4.254737441257050889e+00 3.342214212004849028e+00 9.998819828033447266e-01
5.120356332367055705e-04 5.200474269141783346e+00 1.742158880162497425e+00 1.436289405986074907e+00 6.807149157216857205e+00 4.224380605841396630e+00 5.738998789717111748e+00 5.415697586272757214e+00 9.999226331710815430e-01
1.857641490753733637e-01 3.766042885277863128e+00 1.261624366568084188e+00 1.232152517376306822e+00 6.230038103418364059e+00 3.623977992283255567e+00 3.095272328920082749e+00 5.947736696811496415e+00 9.999226331710815430e-01
2.645444169473357032e+00 4.198367941328251973e+00 1.406453260344964651e+00 9.050189618952362292e-01 7.810199155277490313e+00 2.661820476162459315e+00 9.332153620421014040e+00 7.226983793564514258e+00 9.999225735664367676e-01
8.609752232952457840e-01 1.820017275381385247e+00 6.097057872527640310e-01 6.888092683293660645e-01 4.351078541571605562e+00 2.025909612733429732e+00 4.114664009471218797e+00 3.504215138137929841e+00 9.999223351478576660e-01
2.096761724179462938e+00 6.189043777227583476e+00 2.073329665371240527e+00 9.605222736249053872e-01 6.430205618227195608e+00 2.825065510661485924e+00 5.452038477280177986e+00 4.208483584654969079e+00 9.999225735664367676e-01
5.074563590762445203e-02 7.113615352696863070e+00 2.383061143153449191e+00 1.608442174518120327e+00 9.264927428931985176e+00 4.730712277994471471e+00 9.585492873994663654e+00 6.951211518853140703e+00 9.999226331710815430e-01
1.906712666433716397e+00 3.757111063262723150e+00 1.258632206193012415e+00 1.304330329675013278e+00 6.260708654858163413e+00 3.836265675514744622e+00 3.204670434274608848e+00 3.445719921643649375e+00 9.999225735664367676e-01
