8.759001391773416079e-02 4.199303892692237916e+00 1.406766804051899911e+00 1.081634527097654175e+00 2.519537821471055650e-01 3.181278020875453194e+00 2.439473146445864327e+00 1.744893773823689376e+00 6.400446891784667969e-01
3.905410728987039337e-01 1.735110636256284478e+00 5.812620631458553788e-01 1.158213764510522895e-02 1.417174926403849788e+00 3.406511072089772607e-02 1.834945662630139930e-03 1.384627523386083858e-03 5.956424865871667862e-05
1.384430540124533149e+00 2.687772857900776469e+00 9.004039073967602391e-01 1.239958997284868136e+00 4.043547017807568977e+00 3.646938227308435643e+00 4.219040064057917760e+00 3.013736098094822236e+00 9.999225735664367676e-01
1.837646596341142340e-16 5.871788832934043967e-09 1.967049259032904845e-09 4.417269291971222533e-01 2.850830682632477166e-13 1.299196850579771301e+00 1.195743801990947180e-13 8.928413564035509403e-14 5.915425572311505675e-05
9.276791861002101176e-10 1.110223024625156540e-16 3.719247132494274632e-17 2.125354850952803076e+00 3.327011987797057202e-06 6.251043679272950016e+00 9.854005365000832132e-14 2.380096120191410793e-13 5.916542431805282831e-05
6.670273175001562027e-02 4.656189317944986250e+00 1.559823421511570496e+00 1.289082476304805436e+00 6.833025295830047696e+00 3.791419047955309818e+00 2.988541678863794182e+00 4.551466186514596224e+00 9.999225735664367676e-01
1.539867032451115003e+00 3.384820968846273814e+00 1.133915024563501905e+00 1.076233165727643160e+00 6.438655179358150349e+00 3.165391663904832509e+00 5.506173730612883510e+00 6.519444974343592492e+00 9.999226331710815430e-01
5.873721826798376788e-02 1.573009815347930385e+00 5.269582881415566522e-01 3.747223675680491084e-01 1.732895316061306978e-01 1.102124610494261914e+00 3.890636302131568192e-01 8.817098689683501300e-01 6.036227205186150968e-05
4.965032096816864859e-01 5.206848370494691736e+00 1.744294204115722113e+00 2.016028339441150674e+00 1.256723542250519543e+01 5.929495116003383970e+00 6.238184795699431184e+00 7.911700779592625743e+00 9.999226331710815430e-01
1.119678072606349051e-01 3.878636078138879562e+00 1.299343086176524498e+00 8.689952121617642300e-01 5.485495338162861501e+00 2.555868271064011932e+00 3.720339301145166644e+00 2.898855247717798456e+00 9.999223947525024414e-01
1.118978773829432782e+00 6.492975099048000409e+00 2.175146658181080106e+00 1.399803849574187797e+00 6.829889848325235491e+00 4.117070145806434489e+00 5.939978417772303843e+00 4.669478880721244174e+00 9.999226331710815430e-01
2.129483838294585762e+00 6.216201733535852370e+00 2.082427580734510730e+00 1.834579470542652802e+00 8.147138710662160221e+00 5.395821972184272397e+00 3.843051002309886943e+00 6.666075558213812258e+00 9.999226331710815430e-01
2.817722111399665816e-02 2.149636211842593347e+00 7.201281309672689090e-01 5.558580375164317022e-01 4.731798787423867059e-01 1.634876580930681111e+00 2.790217952544166380e+00 2.044367113286008397e+00 1.565976068377494812e-02
1.486656285459338478e-01 4.757223109091338387e+00 1.593669741545598484e+00 1.891181386754912097e+00 7.841397878187295944e+00 5.562298196337976286e+00 4.957187805492644372e+00 3.580658671024926409e+00 9.999225139617919922e-01
5.088077435358499129e-02 1.166844398881039524e-13 3.908928736251482809e-14 2.250518438273730017e-12 4.568663087900288744e+00 6.619171877275675474e-12 9.836498499705589316e-01 2.396924785254676227e+00 1.415326405549421906e-04
1.370972967509308971e+00 6.230383148425173268e+00 2.087178354722433404e+00 1.412071005967892923e+00 7.648763583937778776e+00 4.153150017552626139e+00 4.582053455799432129e+00 5.139948757537283974e+00 9.999226331710815430e-01
2.003065617876205115e-03 2.347829361906601076e+00 7.865228362387114425e-01 5.189833030610565417e-02 1.962590140246658121e+00 1.526421479591342778e-01 4.866773090149765737e-06 1.161132775293616282e-05 5.979336856398731470e-05
9.460878284702959329e-01 5.579366211684993360e+00 1.869087680914472971e+00 1.656952642147562216e+00 9.013358315686707201e+00 4.873390123963417864e+00 5.649158427661213899e+00 4.565092994093249423e+00 9.999226331710815430e-01
5.851593506905254927e-01 6.844068979678378462e+00 2.292763108192256816e+00 1.668327988461108857e+00 8.419650616591791703e+00 4.906847024885613529e+00 4.976058767723091414e+00 6.142651161159780493e+00 9.999226331710815430e-01
2.612110993118928803e+00 6.397432071770969841e+00 2.143139744043275119e+00 1.467426963174844445e+00 7.875856786654980901e+00 4.315961656396600787e+00 5.533806606945804063e+00 7.678132935574231155e+00 9.999226331710815430e-01
1.081556616104293789e-17 5.440972889201407536e-01 1.822725917882471736e-01 4.111887422240842471e-02 1.908695423935569175e-13 1.209378653600247794e-01 3.393557993042249921e-01 2.424767873885840808e-01 5.915324072702787817e-05
6.143349510332858643e-02 2.954154548343015385e+00 9.896417736949102428e-01 1.714672882338064468e-07 2.717459465001924035e-01 5.043155536288424157e-07 1.384621345525102409e+00 1.015216118624274522e+00 6.219486385816708207e-05
1.277226425291721146e+00 3.099674392689650393e+00 1.038390921551032964e+00 5.478039441036554047e-01 3.991237615486909363e+00 1.611188070893103896e+00 9.541457664108902170e-01 2.374604480411124818e+00 9.999055862426757812e-01
1.565053474037698608e-02 2.281926135605516439e-07 7.644452554278480536e-08 2.035439408717420323e-02 4.547591346123171924e-02 5.986586496227706139e-02 5.942596461916441906e-09 4.316526180936364033e-09 5.914720532018691301e-05
8.114765198560450199e-02 3.927089829309208024e+00 1.315575092818584757e+00 9.852685478645749617e-01 7.347562327553402994e+00 2.897848670189926423e+00 4.712298579759172767e+00 3.593922745101778560e+00 9.999225735664367676e-01
5.873555435070270531e-03 4.134465004224978202e+00 1.385045776415367857e+00 7.155002410974794502e-01 4.579984924243413857e+00 2.104412473816116069e+00 1.346982802961424142e+00 2.835530901959526950e+00 9.999170899391174316e-01
3.447600406799916084e-01 3.561687798717083631e+00 1.193165412570223127e+00 1.424421073601723986e+00 7.025013906291221133e+00 4.189473745887423384e+00 1.999424083205652902e+00 3.878585779779244014e+00 9.999222159385681152e-01
5.486616794568496029e-15 6.604360111964194258e-02 2.212460637508004840e-02 2.496549633690392519e-13 1.344035993611214407e-13 7.342793040265860529e-13 4.277163982353688887e-01 1.067255066294436894e+00 5.915397559874691069e-05
1.359982851241490695e-02 3.168386001943086061e+00 1.061409310650933913e+00 4.609476612085378067e-01 4.076642963735358505e-01 1.355728415319228608e+00 9.574117573425145803e-06 2.376586368653121962e-05 6.033223326085135341e-05
1.675896890147439932e-04 8.955566321680707553e-04 3.000114717763037171e-04 5.345433963136172473e-01 5.069475081743268340e-04 1.572186459745932963e+00 2.671772824790147882e-01 6.657222675780617438e-01 5.918788156122900546e-05
8.815167592787773732e-01 1.625924806600471229e+00 5.446848102111578882e-01 8.784796334884598101e-02 2.533765890665010456e+00 2.583763627907234572e-01 2.295246009234388929e+00 1.745095252024968291e+00 9.924553632736206055e-01
2.741014268901955653e+00 6.534686859481472432e+00 2.189120097926293251e+00 1.881424998137082527e+00 8.201224555440175479e+00 5.533602935697301106e+00 3.632214164178245053e+00 6.994035949179275846e+00 9.999226331710815430e-01
2.197893357941144848e-02 2.934155562131489425e+00 9.829421133140490152e-01 8.680798557573267127e-01 1.942537690000143424e+00 2.553176046345078554e+00 2.618125598691658062e+00 2.180223311355527382e+00 9.999088048934936523e-01
