# first 1000 are full spectra, next 1000 have random lines missing, next 1000 is just noise
2.075423353443013319e+00 1.002595201458362784e+00 3.453940469024059934e-01 1.028936495629640735e+00 7.279632947888505790e+00 3.022727660486606016e+00 2.011711969007215384e+00 1.282488823796516408e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.667572778172611514e+00 2.624586416593795768e+00 9.041700205165625892e-01 1.587471454698986317e+00 9.356621459742585856e+00 4.663547164215589014e+00 2.447578715349960632e+00 1.560358737313502830e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
7.058244171782734888e-01 3.399427237982048378e-01 1.171102683484815665e-01 1.485564729498858039e-01 2.475708232824529453e+00 4.364173705930841085e-01 3.994703527256948648e-08 2.546668065317447827e-08 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.315413599873720640e-01 1.325921330879439308e+00 4.567798984879668511e-01 1.507229915142138388e-01 1.864403226893623700e+00 4.427819962227198536e-01 5.342765347639368834e-01 3.406072515389116928e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
2.305623836831981244e+00 1.024773011093035091e+00 3.530343023215505860e-01 6.849281255241537192e-01 8.087070630768085522e+00 2.012127278273072584e+00 1.330460390320085340e+00 8.481833420375399779e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.085430904597751227e-04 1.518780693765542367e-06 5.232199490022293606e-07 5.134679262293320168e-01 1.432981727322957342e-03 1.508425165186051853e+00 2.983530666966771460e-13 1.902034085787818236e-13 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.208271403832970936e+00 2.331468351712828735e-14 8.031908471650694865e-15 1.566893662203305662e-08 4.238061746169663024e+00 4.603095364874576225e-08 7.988547289222284187e-01 5.092788020669567484e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.452764932818326638e-01 2.131311311259764976e-06 7.342367467289889441e-07 8.235297024665333421e-02 1.561825651637434920e+00 2.419299948491578645e-01 1.354883760740222148e-13 8.637535131583717884e-14 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
8.288952964565379222e-01 1.026318572961111064e+00 3.535667483851027137e-01 2.130171932412290858e-01 2.907384414088171720e+00 6.257849390165366454e-01 1.625288038710364091e+00 1.036139257114856660e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.485121559927068180e+00 4.002487007970463861e-01 1.378856774245824646e-01 9.985203873048711376e-01 5.209125078663865871e+00 2.933373640731113952e+00 1.380774863415184850e+00 8.802593799663297469e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
